file_path,label,length
data\non_scream\1075.wav,non_scream,1.869
data\non_scream\1076.wav,non_scream,1.5325
data\non_scream\1077.wav,non_scream,1.95
data\non_scream\1078.wav,non_scream,1.695
data\non_scream\1079.wav,non_scream,1.7645
data\non_scream\108.wav,non_scream,3.0905
data\non_scream\1080.wav,non_scream,1.834
data\non_scream\1081.wav,non_scream,1.8805
data\non_scream\1082.wav,non_scream,1.5905
data\non_scream\1083.wav,non_scream,1.904
data\non_scream\1084.wav,non_scream,1.7875
data\non_scream\1085.wav,non_scream,1.486
data\non_scream\1086.wav,non_scream,1.7645
data\non_scream\1087.wav,non_scream,1.741
data\non_scream\1088.wav,non_scream,1.834
data\non_scream\1089.wav,non_scream,1.7995
data\non_scream\109.wav,non_scream,4.6495
data\non_scream\1090.wav,non_scream,1.7875
data\non_scream\1091.wav,non_scream,1.8455
data\non_scream\1092.wav,non_scream,1.8805
data\non_scream\1093.wav,non_scream,1.869
data\non_scream\1094.wav,non_scream,1.753
data\non_scream\1095.wav,non_scream,1.753
data\non_scream\1096.wav,non_scream,1.776
data\non_scream\1097.wav,non_scream,1.683
data\non_scream\1098.wav,non_scream,1.811
data\non_scream\1099.wav,non_scream,1.741
data\non_scream\11.wav,non_scream,2.9125
data\non_scream\110.wav,non_scream,5.1065
data\non_scream\1100.wav,non_scream,1.776
data\non_scream\1101.wav,non_scream,1.695
data\non_scream\1102.wav,non_scream,1.8455
data\non_scream\1103.wav,non_scream,1.892
data\non_scream\1104.wav,non_scream,1.7645
data\non_scream\1105.wav,non_scream,1.7875
data\non_scream\1106.wav,non_scream,1.9965
data\non_scream\1107.wav,non_scream,1.776
data\non_scream\1108.wav,non_scream,1.7065
data\non_scream\1109.wav,non_scream,1.741
data\non_scream\111.wav,non_scream,4.3885
data\non_scream\1110.wav,non_scream,1.7875
data\non_scream\1111.wav,non_scream,1.602
data\non_scream\1112.wav,non_scream,1.7995
data\non_scream\1113.wav,non_scream,1.683
data\non_scream\1114.wav,non_scream,1.776
data\non_scream\1115.wav,non_scream,1.7995
data\non_scream\1116.wav,non_scream,1.741
data\non_scream\1117.wav,non_scream,1.776
data\non_scream\1118.wav,non_scream,1.695
data\non_scream\1119.wav,non_scream,1.869
data\non_scream\112.wav,non_scream,0.5225
data\non_scream\1120.wav,non_scream,1.776
data\non_scream\1121.wav,non_scream,1.7645
data\non_scream\1122.wav,non_scream,1.869
data\non_scream\1123.wav,non_scream,1.776
data\non_scream\1124.wav,non_scream,1.7645
data\non_scream\1125.wav,non_scream,1.927
data\non_scream\1126.wav,non_scream,1.4625
data\non_scream\1127.wav,non_scream,1.393
data\non_scream\1128.wav,non_scream,1.7875
data\non_scream\1129.wav,non_scream,1.834
data\non_scream\113.wav,non_scream,0.7705
data\non_scream\1130.wav,non_scream,2.0665
data\non_scream\1131.wav,non_scream,1.7995
data\non_scream\1132.wav,non_scream,1.6135
data\non_scream\1133.wav,non_scream,1.811
data\non_scream\1134.wav,non_scream,1.892
data\non_scream\1135.wav,non_scream,1.95
data\non_scream\1136.wav,non_scream,2.2635
data\non_scream\1137.wav,non_scream,1.834
data\non_scream\1138.wav,non_scream,1.637
data\non_scream\1139.wav,non_scream,1.962
data\non_scream\114.wav,non_scream,2.403
data\non_scream\1140.wav,non_scream,1.6485
data\non_scream\1141.wav,non_scream,1.892
data\non_scream\1142.wav,non_scream,1.869
data\non_scream\1143.wav,non_scream,1.4625
data\non_scream\1144.wav,non_scream,1.4975
data\non_scream\1145.wav,non_scream,1.7645
data\non_scream\1146.wav,non_scream,1.637
data\non_scream\1147.wav,non_scream,2.1245
data\non_scream\1148.wav,non_scream,1.7065
data\non_scream\1149.wav,non_scream,1.7875
data\non_scream\115.wav,non_scream,2.224
data\non_scream\1150.wav,non_scream,1.95
data\non_scream\1151.wav,non_scream,1.802
data\non_scream\1152.wav,non_scream,1.8805
data\non_scream\1153.wav,non_scream,1.869
data\non_scream\1154.wav,non_scream,1.942
data\non_scream\1155.wav,non_scream,1.66
data\non_scream\1156.wav,non_scream,1.358
data\non_scream\1157.wav,non_scream,2.0085
data\non_scream\1158.wav,non_scream,1.625
data\non_scream\1159.wav,non_scream,2.4725
data\non_scream\116.wav,non_scream,1.9855
data\non_scream\1160.wav,non_scream,2.0545
data\non_scream\1161.wav,non_scream,1.904
data\non_scream\1162.wav,non_scream,2.1245
data\non_scream\1163.wav,non_scream,1.683
data\non_scream\1164.wav,non_scream,1.7875
data\non_scream\1165.wav,non_scream,1.95
data\non_scream\1166.wav,non_scream,1.625
data\non_scream\1167.wav,non_scream,1.625
data\non_scream\1168.wav,non_scream,1.7875
data\non_scream\1169.wav,non_scream,1.544
data\non_scream\117.wav,non_scream,1.6975
data\non_scream\1170.wav,non_scream,1.544
data\non_scream\1171.wav,non_scream,1.7995
data\non_scream\1172.wav,non_scream,1.5205
data\non_scream\1173.wav,non_scream,1.567
data\non_scream\1174.wav,non_scream,1.8805
data\non_scream\1175.wav,non_scream,1.741
data\non_scream\1176.wav,non_scream,1.753
data\non_scream\1177.wav,non_scream,1.718
data\non_scream\1178.wav,non_scream,1.544
data\non_scream\1179.wav,non_scream,1.7995
data\non_scream\118.wav,non_scream,4.956
data\non_scream\1180.wav,non_scream,1.776
data\non_scream\1181.wav,non_scream,1.544
data\non_scream\1182.wav,non_scream,1.544
data\non_scream\1183.wav,non_scream,1.7645
data\non_scream\1184.wav,non_scream,1.927
data\non_scream\1185.wav,non_scream,1.5555
data\non_scream\1186.wav,non_scream,1.7295
data\non_scream\1187.wav,non_scream,1.7065
data\non_scream\1188.wav,non_scream,1.7875
data\non_scream\1189.wav,non_scream,1.5785
data\non_scream\119.wav,non_scream,4.153
data\non_scream\1190.wav,non_scream,1.753
data\non_scream\1191.wav,non_scream,1.741
data\non_scream\1192.wav,non_scream,1.776
data\non_scream\1193.wav,non_scream,1.869
data\non_scream\1194.wav,non_scream,1.7995
data\non_scream\1195.wav,non_scream,1.7875
data\non_scream\1196.wav,non_scream,1.625
data\non_scream\1197.wav,non_scream,1.7995
data\non_scream\1198.wav,non_scream,1.5555
data\non_scream\1199.wav,non_scream,1.683
data\non_scream\12.wav,non_scream,2.39
data\non_scream\120.wav,non_scream,1.515
data\non_scream\1200.wav,non_scream,1.811
data\non_scream\1201.wav,non_scream,1.637
data\non_scream\1202.wav,non_scream,1.811
data\non_scream\1203.wav,non_scream,1.5785
data\non_scream\1204.wav,non_scream,1.5205
data\non_scream\1205.wav,non_scream,1.6485
data\non_scream\1206.wav,non_scream,1.567
data\non_scream\1207.wav,non_scream,1.8225
data\non_scream\1208.wav,non_scream,1.927
data\non_scream\1209.wav,non_scream,1.637
data\non_scream\121.wav,non_scream,3.017
data\non_scream\1210.wav,non_scream,1.66
data\non_scream\1211.wav,non_scream,1.66
data\non_scream\1212.wav,non_scream,1.7065
data\non_scream\1213.wav,non_scream,1.753
data\non_scream\1214.wav,non_scream,1.602
data\non_scream\1215.wav,non_scream,1.753
data\non_scream\1216.wav,non_scream,1.7875
data\non_scream\1217.wav,non_scream,1.7645
data\non_scream\1218.wav,non_scream,1.7995
data\non_scream\1219.wav,non_scream,1.7995
data\non_scream\122.wav,non_scream,1.741
data\non_scream\1220.wav,non_scream,1.927
data\non_scream\1221.wav,non_scream,1.637
data\non_scream\1222.wav,non_scream,1.7995
data\non_scream\1223.wav,non_scream,1.8225
data\non_scream\1224.wav,non_scream,1.7065
data\non_scream\1225.wav,non_scream,1.811
data\non_scream\1226.wav,non_scream,1.7645
data\non_scream\1227.wav,non_scream,1.7875
data\non_scream\1228.wav,non_scream,1.567
data\non_scream\1229.wav,non_scream,1.7645
data\non_scream\123.wav,non_scream,3.3565
data\non_scream\1230.wav,non_scream,1.7875
data\non_scream\1231.wav,non_scream,1.7295
data\non_scream\1232.wav,non_scream,1.811
data\non_scream\1233.wav,non_scream,1.776
data\non_scream\1234.wav,non_scream,1.695
data\non_scream\1235.wav,non_scream,1.7645
data\non_scream\1236.wav,non_scream,1.8455
data\non_scream\1237.wav,non_scream,1.695
data\non_scream\1238.wav,non_scream,1.7645
data\non_scream\1239.wav,non_scream,1.834
data\non_scream\124.wav,non_scream,3.5
data\non_scream\1240.wav,non_scream,1.718
data\non_scream\1241.wav,non_scream,1.7875
data\non_scream\1242.wav,non_scream,1.753
data\non_scream\1243.wav,non_scream,1.695
data\non_scream\1244.wav,non_scream,1.753
data\non_scream\1245.wav,non_scream,1.7995
data\non_scream\1246.wav,non_scream,1.695
data\non_scream\1247.wav,non_scream,1.5905
data\non_scream\1248.wav,non_scream,1.7065
data\non_scream\1249.wav,non_scream,1.7875
data\non_scream\125.wav,non_scream,1.567
data\non_scream\1250.wav,non_scream,1.776
data\non_scream\1251.wav,non_scream,1.5905
data\non_scream\1252.wav,non_scream,1.66
data\non_scream\1253.wav,non_scream,1.741
data\non_scream\1254.wav,non_scream,1.7645
data\non_scream\1255.wav,non_scream,1.811
data\non_scream\1256.wav,non_scream,1.7645
data\non_scream\1257.wav,non_scream,1.741
data\non_scream\1258.wav,non_scream,1.6715
data\non_scream\1259.wav,non_scream,1.776
data\non_scream\126.wav,non_scream,1.5785
data\non_scream\1260.wav,non_scream,1.6485
data\non_scream\1261.wav,non_scream,1.7995
data\non_scream\1262.wav,non_scream,1.7875
data\non_scream\1263.wav,non_scream,1.753
data\non_scream\1264.wav,non_scream,1.602
data\non_scream\1265.wav,non_scream,1.741
data\non_scream\1266.wav,non_scream,1.892
data\non_scream\1267.wav,non_scream,1.7645
data\non_scream\1268.wav,non_scream,1.892
data\non_scream\1269.wav,non_scream,1.7995
data\non_scream\127.wav,non_scream,1.685
data\non_scream\1270.wav,non_scream,1.811
data\non_scream\1271.wav,non_scream,1.7295
data\non_scream\1272.wav,non_scream,1.6715
data\non_scream\1273.wav,non_scream,1.811
data\non_scream\1274.wav,non_scream,1.7065
data\non_scream\1275.wav,non_scream,1.8225
data\non_scream\1276.wav,non_scream,1.7995
data\non_scream\1277.wav,non_scream,1.7065
data\non_scream\1278.wav,non_scream,1.6715
data\non_scream\1279.wav,non_scream,1.811
data\non_scream\128.wav,non_scream,1.696
data\non_scream\1280.wav,non_scream,1.9735
data\non_scream\1281.wav,non_scream,1.7875
data\non_scream\1282.wav,non_scream,1.7995
data\non_scream\1283.wav,non_scream,1.602
data\non_scream\1284.wav,non_scream,1.7875
data\non_scream\1285.wav,non_scream,1.7875
data\non_scream\1286.wav,non_scream,1.683
data\non_scream\1287.wav,non_scream,1.962
data\non_scream\1288.wav,non_scream,1.7995
data\non_scream\1289.wav,non_scream,1.6485
data\non_scream\129.wav,non_scream,1.8985
data\non_scream\1290.wav,non_scream,1.7645
data\non_scream\1291.wav,non_scream,1.7875
data\non_scream\1292.wav,non_scream,1.625
data\non_scream\1293.wav,non_scream,1.811
data\non_scream\1294.wav,non_scream,1.567
data\non_scream\1295.wav,non_scream,1.683
data\non_scream\1296.wav,non_scream,1.5905
data\non_scream\1297.wav,non_scream,1.66
data\non_scream\1298.wav,non_scream,1.5785
data\non_scream\1299.wav,non_scream,1.6485
data\non_scream\13.wav,non_scream,5.0285
data\non_scream\130.wav,non_scream,1.5465
data\non_scream\1300.wav,non_scream,1.66
data\non_scream\1301.wav,non_scream,1.8575
data\non_scream\1302.wav,non_scream,1.8225
data\non_scream\1303.wav,non_scream,1.7875
data\non_scream\1304.wav,non_scream,1.5555
data\non_scream\1305.wav,non_scream,1.544
data\non_scream\1306.wav,non_scream,1.6135
data\non_scream\1307.wav,non_scream,1.544
data\non_scream\1308.wav,non_scream,1.544
data\non_scream\1309.wav,non_scream,1.753
data\non_scream\131.wav,non_scream,1.749
data\non_scream\1310.wav,non_scream,1.6135
data\non_scream\1311.wav,non_scream,1.7875
data\non_scream\1312.wav,non_scream,1.753
data\non_scream\1313.wav,non_scream,1.5325
data\non_scream\1314.wav,non_scream,1.6715
data\non_scream\1315.wav,non_scream,1.625
data\non_scream\1316.wav,non_scream,1.695
data\non_scream\1317.wav,non_scream,1.718
data\non_scream\1318.wav,non_scream,1.5555
data\non_scream\1319.wav,non_scream,1.625
data\non_scream\132.wav,non_scream,1.7385
data\non_scream\1320.wav,non_scream,1.6715
data\non_scream\1321.wav,non_scream,1.741
data\non_scream\1322.wav,non_scream,2.1475
data\non_scream\1323.wav,non_scream,1.5325
data\non_scream\1324.wav,non_scream,1.6715
data\non_scream\1325.wav,non_scream,1.5785
data\non_scream\1326.wav,non_scream,1.625
data\non_scream\1327.wav,non_scream,1.567
data\non_scream\1328.wav,non_scream,1.6485
data\non_scream\1329.wav,non_scream,1.7295
data\non_scream\133.wav,non_scream,1.8345
data\non_scream\1330.wav,non_scream,2.1475
data\non_scream\1331.wav,non_scream,1.741
data\non_scream\1332.wav,non_scream,1.567
data\non_scream\1333.wav,non_scream,1.695
data\non_scream\1334.wav,non_scream,1.7995
data\non_scream\1335.wav,non_scream,1.637
data\non_scream\1336.wav,non_scream,1.683
data\non_scream\1337.wav,non_scream,1.7065
data\non_scream\1338.wav,non_scream,1.741
data\non_scream\1339.wav,non_scream,1.695
data\non_scream\134.wav,non_scream,2.421
data\non_scream\1340.wav,non_scream,1.4395
data\non_scream\1341.wav,non_scream,1.683
data\non_scream\1342.wav,non_scream,1.7645
data\non_scream\1343.wav,non_scream,1.7295
data\non_scream\1344.wav,non_scream,1.602
data\non_scream\1345.wav,non_scream,1.5325
data\non_scream\1346.wav,non_scream,1.6485
data\non_scream\1347.wav,non_scream,1.8225
data\non_scream\1348.wav,non_scream,1.695
data\non_scream\1349.wav,non_scream,1.6485
data\non_scream\135.wav,non_scream,1.493
data\non_scream\1350.wav,non_scream,1.6485
data\non_scream\1351.wav,non_scream,1.6715
data\non_scream\1352.wav,non_scream,1.66
data\non_scream\1353.wav,non_scream,1.718
data\non_scream\1354.wav,non_scream,1.7645
data\non_scream\1355.wav,non_scream,1.625
data\non_scream\1356.wav,non_scream,1.9735
data\non_scream\1357.wav,non_scream,1.95
data\non_scream\1358.wav,non_scream,1.741
data\non_scream\1359.wav,non_scream,1.834
data\non_scream\136.wav,non_scream,1.941
data\non_scream\1360.wav,non_scream,1.892
data\non_scream\1361.wav,non_scream,1.683
data\non_scream\1362.wav,non_scream,1.834
data\non_scream\1363.wav,non_scream,1.753
data\non_scream\1364.wav,non_scream,1.9735
data\non_scream\1365.wav,non_scream,1.7875
data\non_scream\1366.wav,non_scream,1.7875
data\non_scream\1367.wav,non_scream,1.753
data\non_scream\1368.wav,non_scream,1.927
data\non_scream\1369.wav,non_scream,1.695
data\non_scream\137.wav,non_scream,1.7705
data\non_scream\1370.wav,non_scream,1.683
data\non_scream\1371.wav,non_scream,1.753
data\non_scream\1372.wav,non_scream,1.5905
data\non_scream\1373.wav,non_scream,2.043
data\non_scream\1374.wav,non_scream,1.4395
data\non_scream\1375.wav,non_scream,1.7295
data\non_scream\1376.wav,non_scream,1.7995
data\non_scream\1377.wav,non_scream,1.637
data\non_scream\1378.wav,non_scream,1.7645
data\non_scream\1379.wav,non_scream,1.718
data\non_scream\138.wav,non_scream,1.7275
data\non_scream\1380.wav,non_scream,1.5905
data\non_scream\1381.wav,non_scream,1.5205
data\non_scream\1382.wav,non_scream,1.5905
data\non_scream\1383.wav,non_scream,1.683
data\non_scream\1384.wav,non_scream,1.625
data\non_scream\1385.wav,non_scream,1.718
data\non_scream\1386.wav,non_scream,1.7065
data\non_scream\1387.wav,non_scream,1.66
data\non_scream\1388.wav,non_scream,1.66
data\non_scream\1389.wav,non_scream,1.741
data\non_scream\139.wav,non_scream,1.76
data\non_scream\1390.wav,non_scream,1.602
data\non_scream\1391.wav,non_scream,1.683
data\non_scream\1392.wav,non_scream,1.544
data\non_scream\1393.wav,non_scream,1.7295
data\non_scream\1394.wav,non_scream,1.6485
data\non_scream\1395.wav,non_scream,1.718
data\non_scream\1396.wav,non_scream,1.5555
data\non_scream\1397.wav,non_scream,1.7995
data\non_scream\1398.wav,non_scream,1.718
data\non_scream\1399.wav,non_scream,1.544
data\non_scream\14.wav,non_scream,0.9405
data\non_scream\140.wav,non_scream,1.7275
data\non_scream\1400.wav,non_scream,1.7065
data\non_scream\1401.wav,non_scream,1.625
data\non_scream\1402.wav,non_scream,1.6135
data\non_scream\1403.wav,non_scream,1.6485
data\non_scream\1404.wav,non_scream,1.637
data\non_scream\1405.wav,non_scream,1.509
data\non_scream\1406.wav,non_scream,1.9385
data\non_scream\1407.wav,non_scream,1.5325
data\non_scream\1408.wav,non_scream,1.509
data\non_scream\1409.wav,non_scream,1.5555
data\non_scream\141.wav,non_scream,1.5675
data\non_scream\1410.wav,non_scream,1.834
data\non_scream\1411.wav,non_scream,1.7875
data\non_scream\1412.wav,non_scream,1.637
data\non_scream\1413.wav,non_scream,1.718
data\non_scream\1414.wav,non_scream,1.625
data\non_scream\1415.wav,non_scream,1.7645
data\non_scream\1416.wav,non_scream,1.7645
data\non_scream\1417.wav,non_scream,1.602
data\non_scream\1418.wav,non_scream,1.683
data\non_scream\1419.wav,non_scream,1.7875
data\non_scream\142.wav,non_scream,1.493
data\non_scream\1420.wav,non_scream,1.811
data\non_scream\1421.wav,non_scream,1.5325
data\non_scream\1422.wav,non_scream,1.6485
data\non_scream\1423.wav,non_scream,1.509
data\non_scream\1424.wav,non_scream,1.695
data\non_scream\1425.wav,non_scream,1.625
data\non_scream\1426.wav,non_scream,1.869
data\non_scream\1427.wav,non_scream,1.927
data\non_scream\1428.wav,non_scream,1.602
data\non_scream\1429.wav,non_scream,1.741
data\non_scream\143.wav,non_scream,1.5675
data\non_scream\1430.wav,non_scream,1.741
data\non_scream\1431.wav,non_scream,1.7875
data\non_scream\1432.wav,non_scream,1.7295
data\non_scream\1433.wav,non_scream,1.741
data\non_scream\1434.wav,non_scream,1.602
data\non_scream\1435.wav,non_scream,1.7295
data\non_scream\1436.wav,non_scream,1.7875
data\non_scream\1437.wav,non_scream,1.7875
data\non_scream\1438.wav,non_scream,1.741
data\non_scream\1439.wav,non_scream,1.66
data\non_scream\144.wav,non_scream,1.7275
data\non_scream\1440.wav,non_scream,1.9385
data\non_scream\1441.wav,non_scream,1.7645
data\non_scream\1442.wav,non_scream,1.718
data\non_scream\1443.wav,non_scream,1.8805
data\non_scream\1444.wav,non_scream,1.718
data\non_scream\1445.wav,non_scream,1.509
data\non_scream\1446.wav,non_scream,1.776
data\non_scream\1447.wav,non_scream,1.9385
data\non_scream\1448.wav,non_scream,1.869
data\non_scream\1449.wav,non_scream,1.7875
data\non_scream\145.wav,non_scream,1.952
data\non_scream\1450.wav,non_scream,1.625
data\non_scream\1451.wav,non_scream,1.718
data\non_scream\1452.wav,non_scream,1.602
data\non_scream\1453.wav,non_scream,1.6485
data\non_scream\1454.wav,non_scream,1.776
data\non_scream\1455.wav,non_scream,1.753
data\non_scream\1456.wav,non_scream,1.6715
data\non_scream\1457.wav,non_scream,1.834
data\non_scream\1458.wav,non_scream,1.869
data\non_scream\1459.wav,non_scream,1.753
data\non_scream\146.wav,non_scream,1.792
data\non_scream\1460.wav,non_scream,1.718
data\non_scream\1461.wav,non_scream,1.625
data\non_scream\1462.wav,non_scream,1.5555
data\non_scream\1463.wav,non_scream,1.811
data\non_scream\1464.wav,non_scream,1.7065
data\non_scream\1465.wav,non_scream,1.753
data\non_scream\1466.wav,non_scream,1.683
data\non_scream\1467.wav,non_scream,1.7295
data\non_scream\1468.wav,non_scream,1.7875
data\non_scream\1469.wav,non_scream,1.811
data\non_scream\147.wav,non_scream,1.76
data\non_scream\1470.wav,non_scream,1.66
data\non_scream\1471.wav,non_scream,1.602
data\non_scream\1472.wav,non_scream,1.637
data\non_scream\1473.wav,non_scream,1.625
data\non_scream\1474.wav,non_scream,1.5905
data\non_scream\1475.wav,non_scream,1.7065
data\non_scream\1476.wav,non_scream,1.7065
data\non_scream\1477.wav,non_scream,1.416
data\non_scream\1478.wav,non_scream,1.7065
data\non_scream\1479.wav,non_scream,1.625
data\non_scream\148.wav,non_scream,1.76
data\non_scream\1480.wav,non_scream,1.7065
data\non_scream\1481.wav,non_scream,1.741
data\non_scream\1482.wav,non_scream,1.5785
data\non_scream\1483.wav,non_scream,1.753
data\non_scream\1484.wav,non_scream,1.834
data\non_scream\1485.wav,non_scream,1.7065
data\non_scream\1486.wav,non_scream,1.7875
data\non_scream\1487.wav,non_scream,1.7295
data\non_scream\1488.wav,non_scream,1.7875
data\non_scream\1489.wav,non_scream,1.7875
data\non_scream\149.wav,non_scream,1.888
data\non_scream\1490.wav,non_scream,1.7065
data\non_scream\1491.wav,non_scream,1.718
data\non_scream\1492.wav,non_scream,1.7295
data\non_scream\1493.wav,non_scream,1.7875
data\non_scream\1494.wav,non_scream,1.7875
data\non_scream\1495.wav,non_scream,1.7295
data\non_scream\1496.wav,non_scream,1.776
data\non_scream\1497.wav,non_scream,1.7065
data\non_scream\1498.wav,non_scream,1.811
data\non_scream\1499.wav,non_scream,1.66
data\non_scream\15.wav,non_scream,0.8095
data\non_scream\150.wav,non_scream,1.6745
data\non_scream\1500.wav,non_scream,1.66
data\non_scream\1501.wav,non_scream,1.741
data\non_scream\1502.wav,non_scream,1.5555
data\non_scream\1503.wav,non_scream,1.625
data\non_scream\1504.wav,non_scream,1.7295
data\non_scream\1505.wav,non_scream,1.7065
data\non_scream\1506.wav,non_scream,1.869
data\non_scream\1507.wav,non_scream,1.7995
data\non_scream\1508.wav,non_scream,1.683
data\non_scream\1509.wav,non_scream,1.6485
data\non_scream\151.wav,non_scream,1.824
data\non_scream\1510.wav,non_scream,1.7995
data\non_scream\1511.wav,non_scream,1.7875
data\non_scream\1512.wav,non_scream,1.7875
data\non_scream\1513.wav,non_scream,1.834
data\non_scream\1514.wav,non_scream,1.7065
data\non_scream\1515.wav,non_scream,1.695
data\non_scream\1516.wav,non_scream,1.7875
data\non_scream\1517.wav,non_scream,1.7995
data\non_scream\1518.wav,non_scream,1.741
data\non_scream\1519.wav,non_scream,1.602
data\non_scream\152.wav,non_scream,2.144
data\non_scream\1520.wav,non_scream,1.625
data\non_scream\1521.wav,non_scream,1.811
data\non_scream\1522.wav,non_scream,1.6485
data\non_scream\1523.wav,non_scream,1.7295
data\non_scream\1524.wav,non_scream,1.718
data\non_scream\1525.wav,non_scream,1.567
data\non_scream\1526.wav,non_scream,1.7875
data\non_scream\1527.wav,non_scream,1.7645
data\non_scream\1528.wav,non_scream,1.567
data\non_scream\1529.wav,non_scream,1.7875
data\non_scream\153.wav,non_scream,1.984
data\non_scream\1530.wav,non_scream,1.7645
data\non_scream\1531.wav,non_scream,1.718
data\non_scream\1532.wav,non_scream,1.7875
data\non_scream\1533.wav,non_scream,1.602
data\non_scream\1534.wav,non_scream,1.753
data\non_scream\1535.wav,non_scream,1.7645
data\non_scream\1536.wav,non_scream,1.811
data\non_scream\1538.wav,non_scream,1.834
data\non_scream\1539.wav,non_scream,1.6485
data\non_scream\154.wav,non_scream,1.856
data\non_scream\1540.wav,non_scream,1.7875
data\non_scream\1541.wav,non_scream,1.7065
data\non_scream\1542.wav,non_scream,1.7645
data\non_scream\1543.wav,non_scream,1.741
data\non_scream\1544.wav,non_scream,1.7295
data\non_scream\1545.wav,non_scream,1.718
data\non_scream\1546.wav,non_scream,1.7645
data\non_scream\1547.wav,non_scream,1.718
data\non_scream\1548.wav,non_scream,1.8455
data\non_scream\1549.wav,non_scream,1.8225
data\non_scream\155.wav,non_scream,1.792
data\non_scream\1550.wav,non_scream,1.7875
data\non_scream\1551.wav,non_scream,1.695
data\non_scream\1552.wav,non_scream,1.7875
data\non_scream\1553.wav,non_scream,1.7995
data\non_scream\1554.wav,non_scream,1.66
data\non_scream\1555.wav,non_scream,1.695
data\non_scream\1556.wav,non_scream,1.7295
data\non_scream\1557.wav,non_scream,1.718
data\non_scream\1558.wav,non_scream,1.7645
data\non_scream\1559.wav,non_scream,1.718
data\non_scream\156.wav,non_scream,1.888
data\non_scream\1560.wav,non_scream,1.8455
data\non_scream\1561.wav,non_scream,1.6715
